_id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,rape_women_above_18,attempt_to_commit_rape_above_18,assault_on_womenabove_18,insult_to_the_modesty_of_women_above_18,dowry_prohibition,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,indecent_representation_of_women
4234,2021,Delhi,7,North East,81,North-East,0,25,3,1,1,0,458,350,0,,0,0,19,1,87,2,111,6,1,1,0,0,0,0,1,0,0
4235,2021,Delhi,7,North West,82,North-West,0,2,1,0,0,0,288,241,0,,0,0,2,2,97,0,124,14,1,0,0,0,0,0,6,0,0
4236,2021,Delhi,7,North West,82,Outer,0,12,1,0,0,0,222,376,0,,0,0,23,4,80,0,115,30,1,0,0,0,1,0,6,0,0
4237,2021,Delhi,7,New Delhi,79,Railway,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4238,2021,Delhi,7,South,83,South,0,14,0,0,2,0,356,225,0,,0,0,23,0,99,2,125,31,0,0,0,0,0,0,11,0,0
4239,2021,Delhi,7,South East,670,South-East,0,9,3,0,0,0,239,344,0,,0,0,23,0,130,0,233,61,9,0,0,0,0,0,17,0,0
4240,2021,Delhi,7,South West,84,South-West,1,9,2,0,0,0,179,232,0,,0,0,5,0,101,0,122,25,0,0,0,0,1,0,9,0,0
4241,2021,Delhi,7,North West,82,Spl Cell,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
4242,2021,Delhi,7,New Delhi,79,Spuwac,0,0,0,0,0,0,62,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,2021,Delhi,7,New Delhi,79,Vigilance,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,2021,Delhi,7,West,85,West,0,11,5,0,0,0,464,220,1,,0,0,50,5,84,0,144,33,0,0,0,0,0,0,2,2,0
4245,2021,Delhi,7,North West,82,Rohini,0,15,5,0,1,0,389,260,0,,0,0,14,2,74,0,128,24,0,0,0,0,0,1,10,0,0
4246,2021,Delhi,7,Shahdara,671,Shahdara,0,9,2,2,1,2,424,147,0,,0,0,7,1,54,0,115,20,0,0,0,0,0,0,5,0,0
4247,2021,Delhi,7,South West,84,Dwarka,0,10,5,0,0,0,792,346,0,,0,0,13,1,133,0,280,58,2,0,0,0,0,1,25,0,0
4248,2021,Delhi,7,New Delhi,79,Outer North,1,9,7,0,1,0,253,473,0,,0,0,6,6,59,0,88,17,0,0,0,0,0,0,2,0,0
4249,2021,Ladakh,37,Kargil,6,Kargil,0,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4250,2021,Ladakh,37,Leh Ladakh,9,Leh,0,0,0,0,0,0,8,0,0,,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0
4251,2021,Lakshadweep,31,Lakshadweep District,553,Lakshadweep,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4252,2021,Puducherry,34,Karaikal,598,Karaikal,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,2021,Puducherry,34,Pondicherry,600,Puducherry,0,2,6,0,0,0,12,0,0,,0,0,0,0,2,0,31,3,13,0,0,0,0,0,0,0,0
4254,2022,Andhra Pradesh,28,Chittoor,503,Chittoor,0,2,17,0,0,0,357,4,0,,1,0,0,0,12,3,196,74,0,0,0,0,0,0,5,0,0
4255,2022,Andhra Pradesh,28,East Godavari,505,East Godavari,1,0,12,1,0,1,672,8,0,,1,0,1,0,27,0,216,151,0,0,0,0,0,0,6,2,0
4256,2022,Andhra Pradesh,28,Ananthapuramu,502,Guntakal Railway,0,0,2,0,0,0,1,0,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4257,2022,Andhra Pradesh,28,Guntur,506,Guntur,0,6,31,0,0,0,1054,23,0,,3,0,1,18,29,7,398,510,0,0,0,0,27,0,8,4,0
4258,2022,Andhra Pradesh,28,Krishna,510,Krishna,0,12,16,0,0,0,766,89,0,,1,0,0,2,28,13,321,239,0,0,0,0,0,0,12,2,0
4259,2022,Andhra Pradesh,28,Kurnool,511,Kurnool,0,4,12,0,0,0,347,18,0,,12,0,2,0,9,8,177,186,0,0,0,0,0,0,3,0,0
4260,2022,Andhra Pradesh,28,Prakasam,517,Prakasam,0,0,17,0,0,0,539,2,0,,4,0,1,3,24,11,261,204,0,0,0,0,0,0,7,1,0
4261,2022,Andhra Pradesh,28,Srikakulam,519,Srikakulam,0,2,11,0,0,0,362,3,0,,1,0,0,0,26,2,195,0,0,0,0,0,0,0,0,0,0
4262,2022,Andhra Pradesh,28,Ntr,749,Viiayawada Railway,0,0,0,0,0,0,0,2,0,,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0
4263,2022,Andhra Pradesh,28,Visakhapatnam,520,Visakhapatnam,0,6,16,0,0,0,714,18,0,,0,0,2,1,69,0,315,61,0,0,0,0,0,0,2,6,0
4264,2022,Andhra Pradesh,28,Vizianagaram,521,Vizianagaram,0,3,8,0,0,0,319,0,0,,0,0,0,0,30,3,160,115,0,0,0,0,0,0,2,0,0
4265,2022,Andhra Pradesh,28,West Godavari,523,West Godavari,0,8,17,0,0,0,459,12,0,,2,0,4,1,39,4,244,66,0,0,0,0,0,0,0,0,0
4266,2022,Arunachal Pradesh,12,Anjaw,628,Anjaw,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4267,2022,Arunachal Pradesh,12,Changlang,229,Changlang,0,0,0,0,0,0,0,5,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
4268,2022,Arunachal Pradesh,12,Papum Pare,237,Crime Branch,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269,2022,Arunachal Pradesh,12,Dibang Valley,230,Dibang Valley,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270,2022,Arunachal Pradesh,12,East Kameng,231,Kameng East,0,0,0,0,0,0,5,0,0,,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
4271,2022,Arunachal Pradesh,12,West Kameng,242,Kameng West,0,0,0,0,0,0,0,0,0,,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4272,2022,Arunachal Pradesh,12,Kurung Kumey,233,Kurung Kumey,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4273,2022,Arunachal Pradesh,12,Lohit,234,Lohit,0,0,0,0,0,0,1,4,0,,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
4274,2022,Arunachal Pradesh,12,Longding,666,Longding,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4275,2022,Arunachal Pradesh,12,Lower Dibang Valley,235,Lower Dibang Valley,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4276,2022,Arunachal Pradesh,12,Papum Pare,237,Papum Pare City,0,0,0,0,0,0,57,13,1,,2,0,3,0,20,0,14,16,0,0,0,0,0,0,0,0,0
4277,2022,Arunachal Pradesh,12,Papum Pare,237,Papum Pare Rural,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4278,2022,Arunachal Pradesh,12,Lower Subansiri,236,Subansiri Lower,0,0,0,0,0,0,2,0,0,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
4279,2022,Arunachal Pradesh,12,Upper Subansiri,241,Subansiri Upper,0,0,0,0,0,0,3,0,0,,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4280,2022,Arunachal Pradesh,12,Tawang,238,Tawang,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4281,2022,Arunachal Pradesh,12,Tirap,239,Tirap,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4282,2022,Arunachal Pradesh,12,Namsai,678,Namsai,0,0,0,0,0,0,0,0,0,,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0
4283,2022,Arunachal Pradesh,12,Siang,679,Siang,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4284,2022,Arunachal Pradesh,12,Kamle,718,Kamle,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4285,2022,Arunachal Pradesh,12,Kra Daadi,677,Kra Dadi,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4286,2022,Arunachal Pradesh,12,Lower Siang,719,Lower Siang,0,0,0,0,0,0,2,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4287,2022,Arunachal Pradesh,12,Leparada,724,Leparada,0,0,0,0,0,0,0,1,0,,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0
4288,2022,Arunachal Pradesh,12,Shi Yomi,725,Shiyomi,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4289,2022,Assam,18,Kamrup Metro,618,Bieo,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4290,2022,Assam,18,Barpeta,280,Barpeta,0,18,0,0,0,0,231,63,0,,34,0,0,2,29,4,105,0,0,0,0,0,1,0,0,0,0
4291,2022,Assam,18,Baksa,616,Baksa,0,3,0,0,0,0,28,0,0,,18,0,1,5,7,0,22,0,2,0,0,0,0,0,1,0,0
4292,2022,Assam,18,Bongaigaon,281,Bongaigaon,12,2,0,0,0,0,76,46,0,,17,0,0,1,22,0,34,0,0,0,0,0,0,0,10,0,0
4293,2022,Assam,18,Kamrup Metro,618,Cid,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,2022,Assam,18,Cachar,282,Cachar,0,15,0,0,0,0,453,0,0,,217,0,15,0,45,0,158,0,0,0,0,0,4,0,0,0,0
4295,2022,Assam,18,Chirang,612,Chirang,0,1,0,0,0,0,39,6,0,,14,0,2,0,18,0,21,0,0,0,0,0,0,0,0,0,0
4296,2022,Assam,18,Darrang,283,Darrang,0,3,0,0,1,0,229,15,0,,169,0,18,5,61,28,90,0,29,0,1,0,0,0,36,0,0
4297,2022,Assam,18,Dhemaji,284,Dhemaji,0,0,0,0,0,0,42,1,0,,3,0,6,1,22,6,34,0,6,0,0,0,0,0,0,0,0
4298,2022,Assam,18,Dhubri,285,Dhubri,0,11,0,2,0,0,290,0,0,,24,0,19,0,39,13,97,1,6,0,0,0,0,0,1,8,0
4299,2022,Assam,18,Dibrugarh,286,Dibrugarh,0,7,6,0,0,0,117,30,0,,40,0,10,0,18,1,44,0,27,0,0,0,0,0,2,0,0
4300,2022,Assam,18,Kamrup Metro,618,Grp,0,1,0,0,0,0,0,0,0,,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0
4301,2022,Assam,18,Goalpara,287,Goalpara,0,4,0,0,0,0,198,0,0,,93,0,23,0,45,76,86,116,0,0,0,0,0,0,0,0,0
4302,2022,Assam,18,Golaghat,288,Golaghat,0,1,1,0,0,0,37,11,0,,61,0,1,1,22,5,3,1,8,0,0,0,0,0,0,0,0
4303,2022,Assam,18,Kamrup Metro,618,Guwahati City,0,10,12,0,0,0,319,102,0,,66,0,7,0,62,7,141,0,27,0,0,0,3,0,0,28,0
4304,2022,Assam,18,Hailakandi,289,Hailakandi,0,2,0,0,0,0,92,0,0,,29,0,23,0,40,6,48,1,4,0,0,0,0,0,0,0,0
4305,2022,Assam,18,West Karbi Anglong,710,Hamren,0,0,0,0,0,0,3,0,0,,0,0,15,0,6,0,4,0,0,0,0,0,0,0,0,0,0
4306,2022,Assam,18,Jorhat,290,Jorhat,0,1,0,0,0,0,103,0,0,,80,0,11,0,27,5,75,0,0,0,0,0,0,0,0,0,0
4307,2022,Assam,18,Kamrup,291,Kamrup,0,16,20,0,0,1,405,14,0,,103,0,46,4,98,20,320,12,27,0,0,0,0,0,5,0,0
4308,2022,Assam,18,Karbi Anglong,292,Karbi Anglong,0,0,1,0,0,0,8,0,0,,1,0,6,2,7,0,4,0,1,0,0,0,0,0,2,0,0
4309,2022,Assam,18,Karimganj,293,Karimganj,0,7,0,0,0,1,240,34,0,,35,0,21,0,61,4,15,1,0,0,1,0,1,0,5,0,0
4310,2022,Assam,18,Kokrajhar,294,Kokrajhar,0,2,0,0,0,0,99,0,0,,0,0,62,2,36,5,72,0,15,0,0,0,1,0,0,0,0
4311,2022,Assam,18,Lakhimpur,295,Lakhimpur,0,3,1,0,0,0,147,0,0,,74,0,5,0,16,6,58,0,1,0,0,0,0,0,9,0,0
4312,2022,Assam,18,Marigaon,296,Morigaon,0,6,0,0,0,0,174,86,0,,10,0,2,0,49,4,70,0,5,0,0,0,0,0,3,0,0
4313,2022,Assam,18,Dima Hasao,299,Dima Hasao,0,0,0,0,0,0,8,0,0,,6,0,0,0,3,0,6,1,0,0,0,0,0,0,1,0,0
4314,2022,Assam,18,Nagaon,297,Nagaon,0,6,8,0,1,0,292,52,0,,71,0,42,3,65,10,69,0,21,0,0,0,4,0,3,0,0
4315,2022,Assam,18,Nalbari,298,Nalbari,0,1,4,0,0,0,127,6,0,,26,0,13,0,20,3,78,1,28,0,0,0,1,0,1,0,0
4316,2022,Assam,18,Kamrup Metro,618,Rpo,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4317,2022,Assam,18,Kamrup Metro,618,Sou,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4318,2022,Assam,18,Kamrup Metro,618,Stf,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4319,2022,Assam,18,Sivasagar,300,Sibsagar,0,4,0,0,0,0,86,2,0,,16,0,0,1,15,6,24,0,2,0,0,0,0,0,0,0,0
4320,2022,Assam,18,Sonitpur,301,Sonitpur,0,33,0,0,0,0,178,50,0,,212,0,0,11,66,2,39,0,5,0,0,0,0,0,0,2,0
4321,2022,Assam,18,Tinsukia,302,Tinsukia,0,1,7,0,0,0,153,0,0,,66,0,0,0,70,13,54,6,0,0,0,0,0,0,8,0,0
4322,2022,Assam,18,Udalguri,617,Udalguri,0,5,1,0,0,0,58,12,0,,58,0,19,4,21,2,21,4,0,0,0,0,0,0,0,0,0
4323,2022,Assam,18,Tinsukia,302,Sadia,0,0,0,0,0,0,12,0,0,,6,0,6,0,4,0,1,0,0,0,0,0,0,0,6,0,0
4324,2022,Assam,18,Majuli,706,Majuli,0,0,1,0,0,0,24,2,0,,9,0,1,0,3,1,8,0,0,0,0,0,0,0,2,0,0
4325,2022,Assam,18,Biswanath,705,Biswanath,0,2,2,0,0,0,36,1,0,,2,0,2,4,15,4,23,0,0,0,0,0,0,0,1,4,0
4326,2022,Assam,18,Hojai,709,Hojai,2,2,1,0,0,0,224,10,0,,61,0,13,4,46,2,50,2,30,0,0,0,0,0,1,1,0
4327,2022,Assam,18,South Salmara Mancachar,707,South Salmara,0,5,3,0,1,0,99,0,0,,27,0,9,1,31,9,17,3,28,0,0,0,1,0,1,0,0
4328,2022,Assam,18,Charaideo,708,Charaideo,0,2,5,0,0,0,29,29,0,,12,0,0,1,7,6,23,0,0,1,0,0,0,0,3,0,0
4329,2022,Bihar,10,Araria,188,Araria,0,19,0,0,0,0,48,0,0,,78,0,63,2,28,0,5,0,84,0,0,0,0,0,0,0,0
4330,2022,Bihar,10,Arwal,611,Arwal,0,9,1,0,0,0,12,0,0,,13,0,0,1,7,1,7,0,26,0,0,0,0,0,0,0,0
4331,2022,Bihar,10,Aurangabad,189,Aurangabad,0,28,0,0,0,0,39,16,0,,52,0,9,3,36,0,11,0,98,0,0,0,1,0,0,0,0
4332,2022,Bihar,10,Pashchim Champaran,211,Bagaha,0,23,0,0,0,0,25,9,0,,32,0,4,0,18,0,37,0,31,0,0,0,0,0,0,0,0
4333,2022,Bihar,10,Banka,190,Banka,0,14,0,0,0,0,18,12,0,,44,0,0,2,8,0,8,0,64,0,0,0,0,0,0,1,0
4334,2022,Bihar,10,Begusarai,191,Begusarai,0,20,0,0,0,0,27,18,0,,162,0,0,0,15,0,5,0,40,0,0,0,0,0,0,0,0
4335,2022,Bihar,10,Pashchim Champaran,211,Bettiah,0,29,0,0,0,0,65,24,0,,132,0,0,1,7,0,0,0,154,0,0,0,0,0,0,0,0
4336,2022,Bihar,10,Kaimur (Bhabua),200,Kaimur(Bhabhua),0,30,0,0,0,0,14,9,0,,23,0,20,0,13,0,16,0,33,0,0,0,4,0,0,0,0
4337,2022,Bihar,10,Bhagalpur,192,Bhagalpur,0,17,0,0,0,0,39,6,0,,80,0,110,0,26,2,6,0,103,0,0,0,0,0,0,0,0
4338,2022,Bihar,10,Bhojpur,193,Bhojpur,0,35,0,0,0,0,59,14,0,,67,0,24,0,20,1,46,0,117,0,0,0,0,0,0,0,0
4339,2022,Bihar,10,Buxar,194,Buxar,0,16,0,0,0,0,31,12,0,,40,0,36,0,10,0,6,0,60,0,0,0,0,0,0,0,0
4340,2022,Bihar,10,Darbhanga,195,Darbhanga,0,20,0,0,0,0,26,17,0,,92,0,0,0,21,0,7,0,86,0,0,0,0,0,0,5,0
4341,2022,Bihar,10,Gaya,196,Gaya,0,56,0,0,0,0,102,33,0,,80,0,119,1,72,0,8,0,205,0,0,0,0,0,0,0,0
4342,2022,Bihar,10,Gopalganj,197,Gopalganj,0,21,0,0,0,0,38,7,0,,113,0,17,0,7,0,4,0,83,0,0,0,0,0,0,0,0
4343,2022,Bihar,10,Munger,207,Jamalpur Railway,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4344,2022,Bihar,10,Jamui,198,Jamui,0,12,0,0,0,0,17,0,0,,26,0,0,0,4,0,5,0,62,0,0,0,0,0,0,0,0
4345,2022,Bihar,10,Jehanabad,199,Jehanabad,0,15,0,0,0,0,20,25,0,,37,0,24,0,3,0,4,0,39,0,0,0,0,0,0,0,0
4346,2022,Bihar,10,Katihar,201,Katihar,0,17,0,0,0,0,51,0,0,,68,0,0,5,50,0,3,0,112,0,0,0,0,0,0,0,0
4347,2022,Bihar,10,Katihar,201,Katihar Railway,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4348,2022,Bihar,10,Khagaria,202,Khagaria,0,11,0,0,0,0,22,13,0,,153,0,11,0,6,0,6,0,74,0,0,0,0,0,0,0,0
4349,2022,Bihar,10,Kishanganj,203,Kishanganj,0,5,1,0,0,0,17,22,0,,26,0,17,0,42,1,0,0,72,6,0,0,0,0,0,0,0
4350,2022,Bihar,10,Lakhisarai,204,Lakhisarai,0,3,0,0,0,0,22,15,0,,40,0,3,0,10,0,6,0,36,0,0,0,0,0,0,0,0
4351,2022,Bihar,10,Madhepura,205,Madhepura,0,10,0,0,0,0,23,5,1,,63,0,0,0,24,0,0,0,41,0,0,0,0,0,4,0,10
4352,2022,Bihar,10,Madhubani,206,Madhubani,0,26,0,0,0,0,33,12,0,,37,0,4,0,15,0,7,0,60,0,0,0,0,0,0,0,0
4353,2022,Bihar,10,Purbi Champaran,213,Motihari,0,75,0,0,2,0,122,85,0,,135,0,54,4,15,0,4,0,171,0,0,0,0,0,0,0,0
4354,2022,Bihar,10,Munger,207,Munger,0,7,0,0,0,0,21,43,2,,46,0,4,0,7,2,8,0,65,0,0,0,0,0,0,0,0
4355,2022,Bihar,10,Muzaffarpur,208,Muzaffarpur,0,79,0,0,1,0,106,27,0,,263,0,33,1,57,0,19,0,171,0,0,0,0,0,0,0,0
4356,2022,Bihar,10,Muzaffarpur,208,Muzaffarpur Railway,0,1,0,0,0,0,0,3,0,,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0
4357,2022,Bihar,10,Nalanda,209,Nalanda,0,58,0,0,0,0,89,29,0,,287,0,37,0,12,0,13,0,135,0,4,0,0,0,0,0,0
4358,2022,Bihar,10,Bhagalpur,192,Naugachia,0,5,0,0,0,0,8,46,1,,67,0,0,0,6,0,2,0,21,0,0,0,0,0,0,0,0
4359,2022,Bihar,10,Nawada,210,Nawadah,0,18,0,0,0,0,25,10,0,,65,0,45,0,20,0,8,0,33,0,0,0,0,0,0,0,0
4360,2022,Bihar,10,Patna,212,Patna,0,88,0,0,0,0,228,89,0,,283,0,532,0,85,0,82,0,325,11,0,0,0,0,0,0,0
4361,2022,Bihar,10,Patna,212,Patna Railway,0,0,0,0,0,0,0,0,0,,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0
4362,2022,Bihar,10,Rohtas,215,Rohtas,0,25,0,0,0,0,41,15,0,,45,0,72,0,3,0,3,0,94,0,0,0,0,0,0,0,0
4363,2022,Bihar,10,Saharsa,216,Saharsa,0,3,0,0,0,0,19,0,0,,68,0,0,0,16,0,2,0,66,0,0,0,0,0,0,0,0
4364,2022,Bihar,10,Samastipur,217,Samastipur,0,41,0,0,0,0,48,0,0,,137,0,0,0,44,0,3,0,64,0,0,0,0,0,0,0,0
4365,2022,Bihar,10,Saran,218,Saran,0,51,0,0,0,0,96,5,0,,349,0,39,0,15,0,4,0,202,0,0,0,0,0,0,0,0
4366,2022,Bihar,10,Sheikhpura,219,Sheikhpura,0,10,0,0,0,0,19,9,0,,57,0,8,0,4,0,8,0,32,0,0,0,0,0,0,0,0
4367,2022,Bihar,10,Sheohar,220,Sheohar,0,5,0,0,0,0,14,15,0,,16,0,0,0,4,0,4,0,32,0,0,0,0,0,0,0,0
4368,2022,Bihar,10,Sitamarhi,221,Sitamarhi,0,37,0,0,0,0,112,25,0,,300,0,34,0,42,0,6,0,166,0,0,0,0,0,0,0,0
4369,2022,Bihar,10,Siwan,222,Siwan,0,38,0,0,0,0,34,51,0,,29,0,0,0,7,0,3,0,51,0,0,0,0,0,0,7,0
4370,2022,Bihar,10,Supaul,223,Supaul,0,15,0,0,0,0,15,21,0,,39,0,41,2,8,0,0,0,80,0,0,0,0,0,0,0,0
4371,2022,Bihar,10,Vaishali,224,Vaishali,0,47,0,0,0,0,60,80,1,,61,0,3,0,15,8,8,0,91,0,0,0,0,0,0,0,0
4372,2022,Bihar,10,Patna,212,Economic Offences Unit,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4373,2022,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4374,2022,Chhattisgarh,22,Balod,646,Balod,1,2,2,0,0,0,19,38,0,,0,0,0,0,22,0,25,7,0,0,0,0,0,0,2,0,0
4375,2022,Chhattisgarh,22,Balrampur Ramanujganj,649,Balrampur,1,0,10,0,0,0,23,40,0,,0,0,0,4,61,0,51,4,0,0,0,0,0,0,0,0,0
4376,2022,Chhattisgarh,22,Bemetara,650,Bemetra,1,1,4,0,0,0,15,37,0,,0,0,0,0,10,0,15,2,0,0,0,0,0,0,7,0,0
4377,2022,Chhattisgarh,22,Bilaspur,375,Bilaspur,0,2,8,0,0,0,82,129,0,,0,0,0,0,218,0,155,0,1,0,0,0,0,0,0,0,0
4378,2022,Chhattisgarh,22,Bijapur,636,Bizapur,0,0,1,1,0,0,4,15,0,,0,0,0,0,10,0,4,1,1,0,0,0,0,0,0,0,0
4379,2022,Chhattisgarh,22,Dakshin Bastar Dantewada,376,Dantewara,0,0,4,0,0,0,1,21,0,,0,0,0,0,9,0,19,2,0,0,0,0,0,0,0,0,0
4380,2022,Chhattisgarh,22,Dhamtari,377,Dhamtari,0,6,6,0,0,0,11,32,0,,0,0,3,0,17,0,44,6,0,0,0,0,0,0,0,0,0
4381,2022,Chhattisgarh,22,Durg,378,Durg,0,5,6,0,0,0,134,204,0,,0,0,2,1,76,1,117,24,0,0,0,0,0,0,6,0,0
4382,2022,Chhattisgarh,22,Gariyaband,645,Gariyaband,0,0,1,0,0,0,9,21,0,,0,0,0,0,28,0,30,3,0,0,0,0,0,0,0,0,0
4383,2022,Chhattisgarh,22,Raipur,387,Grp Raipur,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
4384,2022,Chhattisgarh,22,Bastar,374,Jagdalpur,0,0,1,0,0,0,6,28,0,,0,0,0,0,47,0,7,12,0,0,0,0,0,0,0,0,0
4385,2022,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,0,7,13,0,0,0,58,105,0,,1,0,0,0,36,0,75,14,1,0,0,0,0,0,16,0,0
4386,2022,Chhattisgarh,22,Jashpur,380,Jashpur,0,0,4,0,0,0,12,44,0,,0,0,0,3,65,0,22,16,0,0,0,0,0,0,0,2,0
4387,2022,Chhattisgarh,22,Kabeerdham,382,Kabirdham,0,1,3,0,0,0,36,69,0,,0,0,0,0,23,0,58,8,0,0,0,0,0,0,4,0,0
4388,2022,Chhattisgarh,22,Uttar Bastar Kanker,381,Kanker,0,1,0,0,0,0,5,1,0,,0,0,0,0,38,0,19,6,0,0,0,0,0,0,4,0,0
4389,2022,Chhattisgarh,22,Kondagaon,643,Kondagaon,0,0,2,1,0,0,9,57,0,,0,0,0,0,4,0,18,6,0,0,0,0,0,0,5,1,0
4390,2022,Chhattisgarh,22,Korba,383,Korba,0,0,1,0,0,0,46,95,0,,0,0,0,1,37,0,56,10,1,0,1,0,0,0,8,0,0
4391,2022,Chhattisgarh,22,Korea,384,Koriya,0,2,3,0,0,0,15,18,0,,0,0,0,2,19,0,22,0,0,0,0,0,0,0,2,0,0
4392,2022,Chhattisgarh,22,Mahasamund,385,Mahasamund,0,1,0,0,0,0,1,67,0,,0,0,0,0,22,0,30,10,0,0,0,0,0,0,0,0,0
4393,2022,Chhattisgarh,22,Mungeli,647,Mungali,0,2,0,0,0,0,18,37,0,,0,0,0,0,10,0,21,3,0,0,0,0,0,0,0,0,0
4394,2022,Chhattisgarh,22,Narayanpur,637,Narayanpur,1,0,0,0,0,0,2,9,0,,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0
4395,2022,Chhattisgarh,22,Raigarh,386,Raigarh,0,2,5,0,0,0,23,97,0,,0,0,0,0,75,0,69,15,0,0,0,0,0,0,0,0,0
4396,2022,Chhattisgarh,22,Raipur,387,Raipur,0,6,14,0,0,0,180,326,0,,0,0,0,0,114,0,119,35,3,0,0,0,0,0,103,0,0
4397,2022,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,0,5,9,3,0,0,21,62,0,,0,0,2,0,22,0,40,8,0,0,0,0,0,0,0,0,0
