_id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,rape_women_above_18,attempt_to_commit_rape_above_18,assault_on_womenabove_18,insult_to_the_modesty_of_women_above_18,dowry_prohibition,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,indecent_representation_of_women
1,2017,Andhra Pradesh,28,Ananthapuramu,502,Anantapur,0,14,55,0,0,0,471,11,0,4,7,0,3,2,20,10,408,7,0,0,0,0,0,0,0,0,0
2,2017,Andhra Pradesh,28,Chittoor,503,Chittoor,0,8,24,1,0,0,212,5,0,0,1,0,0,0,6,4,163,12,28,0,0,0,0,0,0,0,0
3,2017,Andhra Pradesh,28,Y.S.R.,504,Cuddapah,0,15,134,0,0,0,481,1,0,0,1,0,0,2,23,4,490,59,7,4,0,0,0,0,1,0,0
4,2017,Andhra Pradesh,28,East Godavari,505,East Godavari,0,10,18,0,1,0,601,10,0,0,4,0,1,0,19,9,465,124,2,0,0,0,0,0,0,0,1
5,2017,Andhra Pradesh,28,Ananthapuramu,502,Guntakal Railway,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
6,2017,Andhra Pradesh,28,Guntur,506,Guntur,0,14,49,0,0,0,558,7,0,0,2,0,3,0,32,17,301,380,0,0,0,0,5,0,0,0,0
7,2017,Andhra Pradesh,28,Guntur,506,Guntur Urban,0,1,35,0,0,0,335,2,0,0,3,0,0,0,14,5,133,179,1,0,0,0,45,0,0,2,1
8,2017,Andhra Pradesh,28,Krishna,510,Krishna,0,14,33,0,0,0,620,49,0,0,6,0,21,0,35,11,405,215,0,0,0,0,4,0,0,0,0
9,2017,Andhra Pradesh,28,Kurnool,511,Kurnool,3,18,68,1,0,0,313,3,0,0,2,0,3,0,17,6,336,409,395,0,1,0,0,0,0,0,0
10,2017,Andhra Pradesh,28,Sri Potti Sriramulu Nellore,515,Nellore,0,6,28,0,0,0,469,14,0,0,1,0,2,0,15,13,296,88,0,0,0,0,13,0,0,0,0
11,2017,Andhra Pradesh,28,Prakasam,517,Prakasham,0,6,37,0,0,0,598,15,0,0,10,0,5,10,35,13,368,4,1,0,0,0,0,0,0,0,0
12,2017,Andhra Pradesh,28,East Godavari,505,Rajahmundry,0,1,12,1,0,0,163,0,0,0,0,0,0,2,15,2,92,26,0,0,0,0,5,0,0,0,0
13,2017,Andhra Pradesh,28,Srikakulam,519,Srikakulam,1,7,18,0,0,0,224,0,0,0,0,0,0,1,10,0,88,7,0,0,0,0,0,0,0,1,0
14,2017,Andhra Pradesh,28,Tirupati,752,Tirupathi Urban,0,7,7,0,0,0,86,0,0,0,1,0,14,0,2,2,81,55,0,0,0,0,1,0,0,0,0
15,2017,Andhra Pradesh,28,Ntr,749,Vijayawada City,0,10,14,0,0,0,460,9,0,0,3,0,0,18,41,1,233,117,0,0,0,0,4,0,0,9,0
16,2017,Andhra Pradesh,28,Ntr,749,Vijayawada Railway,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
17,2017,Andhra Pradesh,28,Visakhapatnam,520,Visakha Rural,0,1,6,0,0,0,116,16,0,0,2,0,0,0,27,4,142,23,0,0,0,0,0,0,0,0,0
18,2017,Andhra Pradesh,28,Visakhapatnam,520,Visakhapatnam,0,7,16,0,0,0,449,81,0,0,1,0,1,3,63,0,297,75,0,1,1,0,7,0,0,2,0
19,2017,Andhra Pradesh,28,Vizianagaram,521,Vizianagaram,1,3,7,0,0,0,221,6,0,0,0,0,0,0,18,1,97,53,0,0,0,0,0,0,0,0,0
20,2017,Andhra Pradesh,28,West Godavari,523,West Godavari,1,7,33,0,1,0,777,15,0,0,2,0,24,4,60,23,474,108,0,0,3,0,3,0,0,0,0
21,2017,Arunachal Pradesh,12,Anjaw,628,Anjaw,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
22,2017,Arunachal Pradesh,12,Changlang,229,Changlang,0,0,0,0,0,0,1,1,0,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
23,2017,Arunachal Pradesh,12,Papum Pare,237,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2017,Arunachal Pradesh,12,Dibang Valley,230,Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,2017,Arunachal Pradesh,12,East Kameng,231,Kameng East,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0
26,2017,Arunachal Pradesh,12,West Kameng,242,Kameng West,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
27,2017,Arunachal Pradesh,12,Kurung Kumey,233,Kurung Kumey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
28,2017,Arunachal Pradesh,12,Lohit,234,Lohit,0,0,0,0,0,0,3,1,0,0,2,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0
29,2017,Arunachal Pradesh,12,Longding,666,Longding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
30,2017,Arunachal Pradesh,12,Lower Dibang Valley,235,Lower Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
31,2017,Arunachal Pradesh,12,Papum Pare,237,Papum Pare City,0,0,2,0,0,0,30,17,0,1,1,0,10,1,4,4,27,4,0,0,1,1,0,0,0,0,1
32,2017,Arunachal Pradesh,12,Papum Pare,237,Papum Pare Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,2017,Arunachal Pradesh,12,Lower Subansiri,236,Subansiri Lower,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
34,2017,Arunachal Pradesh,12,Upper Subansiri,241,Subansiri Upper,0,0,1,0,0,0,5,1,0,0,1,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0
35,2017,Arunachal Pradesh,12,Tawang,238,Tawang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2017,Arunachal Pradesh,12,Tirap,239,Tirap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
37,2017,Arunachal Pradesh,12,Namsai,678,Namsai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0
38,2017,Arunachal Pradesh,12,Siang,679,Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
39,2017,Arunachal Pradesh,12,Kamle,718,Kamle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40,2017,Arunachal Pradesh,12,Lower Siang,719,Lower Siang,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0
41,2017,Assam,18,Kamrup Metro,618,Bieo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2017,Assam,18,Barpeta,280,Barpeta,3,22,0,0,0,0,792,0,0,0,280,0,0,4,176,52,261,0,0,0,0,0,6,0,0,70,0
43,2017,Assam,18,Baksa,616,Baksa,0,3,0,0,0,0,92,13,6,0,115,0,8,1,35,1,45,0,0,0,0,0,0,0,1,0,0
44,2017,Assam,18,Bongaigaon,281,Bongaigaon,1,9,0,0,0,0,338,2,0,0,89,0,0,2,45,13,56,0,0,0,0,0,0,0,0,0,0
45,2017,Assam,18,Kamrup Metro,618,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,2017,Assam,18,Cachar,282,Cachar,0,8,0,0,0,0,457,323,0,0,0,0,83,1,51,8,149,0,17,0,0,0,3,0,0,0,0
47,2017,Assam,18,Chirang,612,Chirang,1,0,3,0,0,0,74,13,0,0,17,0,0,1,30,0,17,0,0,0,0,0,0,0,0,0,0
48,2017,Assam,18,Darrang,283,Darrang,0,4,0,0,0,0,552,0,0,0,103,0,32,5,80,18,366,0,2,0,0,0,0,0,36,0,0
49,2017,Assam,18,Dhemaji,284,Dhemaji,5,6,1,0,0,0,149,0,0,0,48,0,3,0,43,20,98,0,1,0,1,0,0,0,0,0,0
50,2017,Assam,18,Dhubri,285,Dhubri,1,15,1,0,0,0,1054,19,1,2,151,0,43,9,81,54,560,2,3,0,0,0,5,0,0,0,0
51,2017,Assam,18,Dibrugarh,286,Dibrugarh,0,6,8,0,0,0,299,22,0,0,146,0,80,1,31,2,52,0,21,0,0,0,0,0,3,0,0
52,2017,Assam,18,Kamrup Metro,618,Grp,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0
53,2017,Assam,18,Goalpara,287,Goalpara,0,6,0,0,3,0,123,45,0,1,79,0,0,2,48,28,100,0,0,0,0,0,0,0,0,0,0
54,2017,Assam,18,Golaghat,288,Golaghat,4,1,0,0,0,0,310,55,0,1,75,0,21,4,55,4,122,3,1,0,0,0,4,0,0,0,0
55,2017,Assam,18,Kamrup Metro,618,Guwahati City,2,5,11,0,0,0,688,0,0,0,207,0,0,4,73,6,168,0,45,0,0,0,4,0,10,0,0
56,2017,Assam,18,Hailakandi,289,Hailakandi,0,7,0,2,0,0,273,0,0,0,73,0,0,0,81,8,88,0,0,0,0,0,0,0,0,0,0
57,2017,Assam,18,West Karbi Anglong,710,Hamren,0,0,0,0,0,0,15,0,0,0,15,0,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0
58,2017,Assam,18,Jorhat,290,Jorhat,0,2,0,0,0,0,388,25,0,0,51,0,80,2,34,12,115,0,0,0,0,1,0,0,0,0,0
59,2017,Assam,18,Kamrup,291,Kamrup,0,3,0,0,0,0,350,8,0,2,41,0,19,5,90,5,44,16,0,0,0,0,0,0,0,3,0
60,2017,Assam,18,Karbi Anglong,292,Karbi Anglong,2,3,0,1,0,0,69,15,0,0,24,0,6,3,14,1,33,6,0,0,0,0,0,0,0,0,0
61,2017,Assam,18,Karimganj,293,Karimganj,1,11,0,0,0,0,259,22,0,2,65,0,0,0,66,8,65,34,0,0,0,0,0,0,0,2,0
62,2017,Assam,18,Kokrajhar,294,Kokrajhar,1,4,0,0,0,0,168,0,0,0,33,0,0,4,35,12,67,0,0,0,0,0,0,0,0,0,0
63,2017,Assam,18,Lakhimpur,295,Lakhimpur,0,7,0,0,0,0,438,16,0,6,102,0,0,11,69,0,26,0,59,0,0,0,0,0,0,0,0
64,2017,Assam,18,Marigaon,296,Morigaon,0,5,0,2,0,0,355,0,0,0,55,0,0,14,84,0,28,0,0,0,0,0,0,0,0,0,0
65,2017,Assam,18,Dima Hasao,299,Dima Hasao,0,0,0,0,0,0,8,4,0,2,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
66,2017,Assam,18,Nagaon,297,Nagaon,3,7,5,0,0,1,963,22,0,3,171,0,22,11,93,29,304,0,29,0,0,0,4,0,0,0,0
67,2017,Assam,18,Nalbari,298,Nalbari,0,2,0,0,0,0,184,40,0,0,44,0,19,0,34,0,64,5,2,0,0,0,0,0,0,0,0
68,2017,Assam,18,Kamrup Metro,618,Rpo,1,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
69,2017,Assam,18,Kamrup Metro,618,Sou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2017,Assam,18,Kamrup Metro,618,Stf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2017,Assam,18,Sivasagar,300,Sibsagar,0,4,1,0,0,0,233,0,0,0,104,0,0,0,11,9,20,12,11,2,0,0,2,0,19,0,0
72,2017,Assam,18,Sonitpur,301,Sonitpur,0,0,0,0,0,0,383,49,0,0,206,0,0,7,50,0,35,0,0,0,0,0,0,0,0,0,0
73,2017,Assam,18,Tinsukia,302,Tinsukia,1,4,6,0,0,0,220,0,0,0,134,0,0,1,72,20,52,7,0,0,0,0,0,0,5,0,0
74,2017,Assam,18,Udalguri,617,Udalguri,0,4,0,0,0,0,40,0,0,0,20,0,0,2,12,12,37,0,0,0,0,0,0,0,0,0,0
75,2017,Assam,18,Tinsukia,302,Sadia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,14,0,0,0,0,0,0,0,0,0,0
76,2017,Assam,18,Majuli,706,Majuli,0,0,1,0,0,0,33,0,0,0,0,0,0,0,6,3,15,0,0,0,0,0,2,0,0,0,0
77,2017,Assam,18,Biswanath,705,Biswanath,1,6,2,0,0,0,111,35,0,0,0,0,1,4,17,0,47,0,0,0,0,0,0,0,0,15,0
78,2017,Assam,18,Hojai,709,Hojai,0,10,4,0,0,0,268,64,0,0,71,0,0,4,55,26,388,3,0,0,0,0,0,0,2,0,0
79,2017,Assam,18,South Salmara Mancachar,707,South Salmara,0,6,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,3,0
80,2017,Assam,18,Charaideo,708,Charaideo,0,1,1,0,0,0,81,4,0,0,23,0,0,1,12,0,15,0,0,1,0,0,0,0,0,0,0
81,2017,Bihar,10,Araria,188,Araria,0,11,0,0,1,0,63,0,0,0,99,0,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0
82,2017,Bihar,10,Arwal,611,Arwal,0,6,0,0,0,0,28,7,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0
83,2017,Bihar,10,Aurangabad,189,Aurangabad,0,19,0,0,0,0,39,2,0,0,26,0,19,0,4,6,38,0,21,0,0,0,0,0,0,0,0
84,2017,Bihar,10,Pashchim Champaran,211,Bagaha,0,12,0,0,0,0,30,1,0,0,66,0,3,0,8,3,0,0,4,0,0,0,0,0,0,0,0
85,2017,Bihar,10,Banka,190,Banka,0,20,0,0,1,0,32,26,0,0,57,0,21,0,12,0,1,0,32,0,0,0,0,0,0,0,0
86,2017,Bihar,10,Begusarai,191,Begusarai,0,20,0,0,1,0,46,0,0,0,15,0,100,0,11,10,10,0,25,0,0,0,0,0,0,0,0
87,2017,Bihar,10,Pashchim Champaran,211,Bettiah,0,33,0,0,0,0,222,22,0,0,0,0,12,0,13,2,0,0,0,0,0,0,0,0,1,0,0
88,2017,Bihar,10,Bhagalpur,192,Bhagalpur,0,13,0,0,0,0,114,0,0,0,260,0,0,0,48,6,6,0,142,0,0,0,0,0,0,0,0
89,2017,Bihar,10,Bhojpur,193,Bhojpur,0,34,0,0,0,0,180,44,0,0,15,0,8,0,10,19,3,0,0,0,0,0,0,0,0,0,0
90,2017,Bihar,10,Buxar,194,Buxar,0,18,0,0,0,0,41,4,0,0,0,0,35,0,8,4,5,0,70,0,0,0,0,0,0,0,0
91,2017,Bihar,10,Darbhanga,195,Darbhanga,0,17,0,0,0,0,195,0,0,0,88,0,0,0,17,0,10,0,0,0,0,0,0,0,0,0,0
92,2017,Bihar,10,Gaya,196,Gaya,0,49,0,0,0,0,99,77,0,0,28,0,0,0,12,22,5,0,59,0,0,0,0,42,0,0,0
93,2017,Bihar,10,Gopalganj,197,Gopalganj,0,25,0,0,0,0,54,0,0,0,0,0,9,0,2,0,0,0,36,0,0,0,0,0,0,0,0
94,2017,Bihar,10,Munger,207,Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
95,2017,Bihar,10,Jamui,198,Jamui,0,11,0,0,0,0,75,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
96,2017,Bihar,10,Jehanabad,199,Jehanabad,0,18,0,0,0,0,31,26,0,0,19,0,38,0,9,3,9,0,0,0,0,0,0,0,0,0,0
97,2017,Bihar,10,Katihar,201,Katihar,0,14,0,0,0,0,106,0,0,0,0,0,35,2,28,97,0,0,64,0,0,0,0,0,0,0,0
98,2017,Bihar,10,Katihar,201,Katihar Railway,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
99,2017,Bihar,10,Khagaria,202,Khagaria,0,10,0,0,0,0,78,0,0,0,55,0,0,0,4,5,3,0,0,0,0,0,0,0,0,0,0
100,2017,Bihar,10,Kishanganj,203,Kishanganj,0,14,0,0,0,0,33,4,0,0,85,0,2,1,20,0,0,0,28,0,0,0,0,0,0,0,0
101,2017,Bihar,10,Lakhisarai,204,Lakhisarai,0,11,0,0,0,0,41,0,0,0,9,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0
102,2017,Bihar,10,Madhepura,205,Madhepura,0,11,0,0,0,0,96,0,0,0,48,0,0,1,12,12,0,0,0,0,0,0,0,0,1,0,0
103,2017,Bihar,10,Madhubani,206,Madhubani,0,39,0,0,0,0,199,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
104,2017,Bihar,10,Purbi Champaran,213,Motihari,0,59,0,0,0,0,170,14,3,0,25,0,193,0,0,0,0,0,4,0,0,0,0,0,0,0,0
105,2017,Bihar,10,Munger,207,Munger,0,11,0,0,0,0,78,0,0,0,55,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0
106,2017,Bihar,10,Muzaffarpur,208,Muzaffarpur,0,58,0,0,0,0,121,59,0,0,141,0,0,4,40,23,17,0,26,0,0,0,0,0,0,0,0
107,2017,Bihar,10,Muzaffarpur,208,Muzaffarpur Railway,0,0,0,0,0,0,1,3,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,2017,Bihar,10,Nalanda,209,Nalanda,0,62,0,0,0,0,107,20,0,0,0,0,88,0,10,0,0,0,138,0,0,0,0,0,0,0,0
109,2017,Bihar,10,Bhagalpur,192,Naugachia,0,9,0,0,0,0,23,0,0,0,17,0,32,0,2,1,5,0,24,0,0,0,0,0,0,0,0
110,2017,Bihar,10,Nawada,210,Nawadah,0,17,0,0,1,0,54,12,0,0,52,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0
111,2017,Bihar,10,Patna,212,Patna,0,97,0,0,0,0,447,0,0,0,800,0,0,0,54,22,10,0,0,0,0,0,0,0,0,0,0
112,2017,Bihar,10,Patna,212,Patna Railway,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0
113,2017,Bihar,10,Rohtas,215,Rohtas,0,36,0,0,0,0,108,41,0,0,0,0,29,0,20,4,5,0,16,0,0,0,0,0,0,0,0
114,2017,Bihar,10,Saharsa,216,Saharsa,0,17,0,0,0,0,75,0,0,0,72,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
115,2017,Bihar,10,Samastipur,217,Samastipur,0,42,0,0,0,0,51,40,0,0,0,0,157,0,0,7,1,0,52,0,5,0,0,0,1,0,0
116,2017,Bihar,10,Saran,218,Saran,0,77,0,0,0,0,78,0,0,0,262,0,45,0,20,3,0,1,121,0,0,0,3,0,0,0,0
117,2017,Bihar,10,Sheikhpura,219,Sheikhpura,0,12,0,0,0,0,19,8,0,0,0,0,6,0,1,3,30,0,41,0,0,0,0,0,0,0,0
118,2017,Bihar,10,Sheohar,220,Sheohar,0,4,0,0,0,0,19,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0
119,2017,Bihar,10,Sitamarhi,221,Sitamarhi,0,28,0,0,0,0,183,8,0,0,55,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
120,2017,Bihar,10,Siwan,222,Siwan,0,36,0,0,0,0,148,39,0,0,0,0,10,0,15,0,0,0,20,0,0,0,0,0,1,0,0
121,2017,Bihar,10,Supaul,223,Supaul,0,15,0,0,0,0,65,0,2,0,72,0,0,0,25,12,0,0,127,0,0,0,0,0,0,0,0
122,2017,Bihar,10,Vaishali,224,Vaishali,0,52,0,0,0,0,114,36,0,0,35,0,0,0,9,42,1,0,0,0,0,0,0,0,0,0,0
123,2017,Bihar,10,Patna,212,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2017,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2017,Chhattisgarh,22,Balod,646,Balod,1,1,1,0,0,0,6,20,0,0,1,0,0,0,11,1,27,2,0,0,0,0,0,0,0,1,0
126,2017,Chhattisgarh,22,Balrampur Ramanujganj,649,Balrampur,0,3,8,0,0,0,11,21,0,0,0,0,0,3,44,0,39,1,0,0,0,0,0,0,0,0,0
127,2017,Chhattisgarh,22,Bemetara,650,Bemetra,1,5,4,0,0,0,15,23,0,0,2,0,1,0,16,0,36,2,0,0,0,0,0,0,0,0,0
128,2017,Chhattisgarh,22,Bilaspur,375,Bilaspur,0,4,18,0,0,0,69,0,0,0,0,0,0,3,48,0,160,3,3,0,3,0,0,0,0,0,0
129,2017,Chhattisgarh,22,Bijapur,636,Bizapur,0,0,1,0,0,0,0,7,1,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0
130,2017,Chhattisgarh,22,Dakshin Bastar Dantewada,376,Dantewara,0,1,1,0,0,0,4,6,0,0,1,0,0,0,4,1,6,1,0,0,0,0,0,0,0,0,0
131,2017,Chhattisgarh,22,Dhamtari,377,Dhamtari,0,7,8,0,0,0,8,7,0,0,0,0,0,0,19,0,41,6,0,0,0,0,2,0,0,0,0
132,2017,Chhattisgarh,22,Durg,378,Durg,0,6,5,0,0,0,63,140,0,0,0,0,7,0,69,0,187,8,0,0,0,0,7,1,0,0,0
133,2017,Chhattisgarh,22,Gariyaband,645,Gariyaband,0,0,1,0,0,0,5,5,0,0,1,0,0,0,7,0,23,4,0,0,0,0,0,0,0,0,0
134,2017,Chhattisgarh,22,Raipur,387,Grp Raipur,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0
135,2017,Chhattisgarh,22,Bastar,374,Jagdalpur,0,0,0,0,0,0,9,0,0,0,0,0,36,2,21,0,22,3,0,0,0,0,0,0,0,0,0
136,2017,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,0,6,8,0,0,0,56,62,0,0,0,0,1,0,31,0,65,14,1,0,0,0,0,0,0,0,0
137,2017,Chhattisgarh,22,Jashpur,380,Jashpur,0,0,3,0,0,0,5,35,0,0,0,0,0,8,43,0,27,2,1,0,0,0,0,1,0,0,0
138,2017,Chhattisgarh,22,Kabeerdham,382,Kabirdham,0,2,4,0,0,0,14,33,0,0,0,0,0,0,14,0,43,0,0,0,0,0,0,0,0,0,0
139,2017,Chhattisgarh,22,Uttar Bastar Kanker,381,Kanker,0,2,6,0,0,0,8,31,0,0,0,0,0,0,23,0,23,15,0,0,0,0,0,0,0,0,0
140,2017,Chhattisgarh,22,Kondagaon,643,Kondagaon,0,0,0,0,0,0,5,10,0,0,4,0,2,0,8,0,8,1,0,0,0,0,0,0,0,0,0
141,2017,Chhattisgarh,22,Korba,383,Korba,0,6,7,7,0,0,46,38,0,0,1,0,0,0,41,0,51,4,0,0,0,0,0,0,0,0,0
142,2017,Chhattisgarh,22,Korea,384,Koriya,0,0,8,0,0,0,28,64,0,0,0,0,0,0,64,0,23,0,4,0,0,0,0,0,0,0,0
143,2017,Chhattisgarh,22,Mahasamund,385,Mahasamund,1,7,10,0,0,0,12,39,0,0,0,0,1,0,26,0,35,4,0,0,0,0,0,0,0,0,0
144,2017,Chhattisgarh,22,Mungeli,647,Mungali,0,5,4,1,0,0,26,21,0,0,1,0,0,0,13,0,35,1,0,0,0,0,0,0,0,0,0
145,2017,Chhattisgarh,22,Narayanpur,637,Narayanpur,0,0,0,0,0,0,1,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
146,2017,Chhattisgarh,22,Raigarh,386,Raigarh,0,6,8,0,0,0,26,0,0,0,0,0,76,0,27,0,83,0,0,0,0,0,0,0,0,0,0
147,2017,Chhattisgarh,22,Raipur,387,Raipur,0,5,14,0,0,0,82,234,0,0,5,0,2,1,77,4,148,25,26,0,4,0,0,0,0,3,0
148,2017,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,0,0,6,0,0,0,27,77,0,0,0,0,0,2,35,1,48,7,0,0,0,0,0,0,0,0,0
149,2017,Chhattisgarh,22,Surguja,389,Sarguja,0,1,0,0,0,0,12,39,0,0,0,0,6,4,56,0,43,1,0,0,0,0,0,0,0,0,0
150,2017,Chhattisgarh,22,Sukma,642,Sukma,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0
151,2017,Chhattisgarh,22,Surajpur,648,Surajpur,0,3,15,0,0,0,22,16,0,0,1,0,0,1,43,0,51,5,0,0,0,0,0,0,0,0,0
152,2017,Goa,30,North Goa,551,North Goa,0,0,1,0,0,0,10,30,0,0,0,0,10,19,7,0,77,18,0,0,0,0,0,0,0,0,0
153,2017,Goa,30,South Goa,552,South Goa,2,1,3,0,0,0,10,19,0,0,0,0,1,8,12,0,37,10,0,0,0,0,0,0,0,0,0
154,2017,Goa,30,North Goa,551,Cid,0,0,0,0,0,0,1,1,0,0,0,0,0,11,1,0,2,1,0,0,0,0,0,0,0,0,0
155,2017,Gujarat,24,Ahmadabad,438,Ahmedabad City,0,2,24,0,1,0,667,35,0,1,4,0,5,1,62,3,206,2,0,4,3,1,3,0,0,0,0
156,2017,Gujarat,24,Ahmadabad,438,Ahmedabad Rural,0,1,15,0,0,0,54,0,0,0,5,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0
157,2017,Gujarat,24,Amreli,439,Amreli,1,0,13,0,0,0,72,7,0,0,4,0,1,0,5,0,19,0,0,0,0,0,0,0,0,0,0
158,2017,Gujarat,24,Anand,440,Anand,0,0,8,0,0,0,92,2,0,0,4,0,0,0,14,0,26,0,0,0,0,0,1,0,0,0,0
159,2017,Gujarat,24,Arvalli,672,Arvalli,0,0,7,0,0,0,49,30,0,0,8,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0
160,2017,Gujarat,24,Banas Kantha,441,Banaskantha,0,2,0,0,0,0,94,74,0,0,13,0,0,0,43,0,45,3,0,3,0,0,0,0,0,0,0
161,2017,Gujarat,24,Bharuch,442,Bharuch,0,0,2,0,0,0,43,12,0,0,3,0,0,0,11,0,32,0,0,0,0,0,0,0,0,0,0
162,2017,Gujarat,24,Bhavnagar,443,Bhavnagar,0,0,8,0,0,0,88,2,0,0,7,0,1,0,10,0,23,0,0,0,0,0,0,0,0,0,0
163,2017,Gujarat,24,Botad,676,Botad,0,0,5,0,0,0,16,1,0,0,1,0,0,0,7,0,15,0,0,0,0,0,0,0,1,0,0
